album,file,key,chord,deg,color,p1,p1c,p2,p2c,prev3,prev3_color
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,B:min,iii,min,vi,min,iii,min,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,iii,min,vi,min,iii,min
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,E:min,vi,min,i,maj,iii,min,vi,min
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,vi,min,i,maj,iii,min
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,D:7,v,7,iv,maj,vi,min,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,v,7,iv,maj,vi,min
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,i,maj,v,7,iv,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,iv,maj,i,maj,v,7
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,F,bvii,maj,i,maj,iv,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,bvii,maj,i,maj,iv,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,i,maj,bvii,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,i,maj,i,maj,bvii,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,iv,maj,i,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,F,bvii,maj,i,maj,iv,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,bvii,maj,i,maj,iv,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,i,maj,bvii,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,D,v,maj,iv,maj,i,maj,bvii,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,v,maj,iv,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,iv,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G:sus4/5,i,sus4,i,maj,iv,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,i,sus4,i,maj,iv,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,i,maj,i,sus4,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,iv,maj,i,maj,i,sus4
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,i,maj,iv,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,G,i,maj,iv,maj,i,maj,iv,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,C,iv,maj,i,maj,iv,maj,i,maj
03_-_A_Hard_Day's_Night,01_-_A_Hard_Day's_Night.lab,G,F:maj9(*7),bvii,maj,iv,maj,i,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,,,,,,
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,,,,
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,,
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min/b3,vi,min,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,vi,min,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,vi,min,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,iv,maj,vi,min,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min/b3,vi,min,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,vi,min,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,vi,min,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,B,iii,maj,iv,maj,vi,min,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,iii,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,iii,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,iv,maj,vi,min,iii,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,B,iii,maj,i,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,iii,maj,i,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,vi,min,iii,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G:7,i,7,i,maj,vi,min,iii,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,i,7,i,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,iv,maj,i,7,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,iv,maj,i,7
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,iv,maj,vi,min,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min/b3,vi,min,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,vi,min,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,vi,min,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,iv,maj,vi,min,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min/b3,vi,min,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,vi,min,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,vi,min,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,iv,maj,vi,min,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min/b3,vi,min,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,vi,min,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,vi,min,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,B:7,iii,7,iv,maj,vi,min,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,iii,7,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,iii,7,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,iv,maj,vi,min,iii,7
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,B,iii,maj,i,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,iii,maj,i,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,vi,min,iii,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,vi,min,vi,min,iii,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G:7,i,7,i,maj,vi,min,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,i,7,i,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,iv,maj,i,7,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,iv,maj,i,7
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,E:min,vi,min,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,C,iv,maj,vi,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,iv,maj,vi,min,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,iv,maj,vi,min
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,iv,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,G,i,maj,v,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,02_-_I_Should_Have_Known_Better.lab,G,D,v,maj,i,maj,v,maj,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,Eb:min,bii,min,,,,,,
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,bii,min,,,,
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,Db,bi,maj,i,maj,bii,min,,
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,Bb:min,bvi,min,bi,maj,i,maj,bii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,Eb:min,bii,min,bvi,min,bi,maj,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,bii,min,bvi,min,bi,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min7,ii,min7,i,maj,bii,min,bvi,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,ii,min7,i,maj,bii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,maj,ii,min7,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min,ii,min,i,maj,v,maj,ii,min7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F#:min,iii,min,ii,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F:dim,biii,dim,iii,min,ii,min,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min7,ii,min7,biii,dim,iii,min,ii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,ii,min7,biii,dim,iii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,maj,ii,min7,biii,dim
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min,ii,min,i,maj,v,maj,ii,min7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F#:min,iii,min,ii,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F:dim,biii,dim,iii,min,ii,min,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min7,ii,min7,biii,dim,iii,min,ii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,ii,min7,biii,dim,iii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,maj,ii,min7,biii,dim
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,G:min,iv,min,i,maj,v,maj,ii,min7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,iv,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,maj,iv,min,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min,ii,min,i,maj,v,maj,iv,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F#:min,iii,min,ii,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F:dim,biii,dim,iii,min,ii,min,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min7,ii,min7,biii,dim,iii,min,ii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,ii,min7,biii,dim,iii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,maj,ii,min7,biii,dim
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min,ii,min,i,maj,v,maj,ii,min7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F#:min,iii,min,ii,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F:dim,biii,dim,iii,min,ii,min,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min7,ii,min7,biii,dim,iii,min,ii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,ii,min7,biii,dim,iii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D:9,i,maj,v,maj,ii,min7,biii,dim
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D:9,i,maj,i,maj,v,maj,ii,min7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,G,iv,maj,i,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,G:min,iv,min,iv,maj,i,maj,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,G:min,iv,min,iv,min,iv,maj,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,iv,min,iv,min,iv,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A:7,v,7,i,maj,iv,min,iv,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,7,i,maj,iv,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min,ii,min,i,maj,v,7,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F#:min,iii,min,ii,min,i,maj,v,7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F:dim,biii,dim,iii,min,ii,min,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min7,ii,min7,biii,dim,iii,min,ii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,ii,min7,biii,dim,iii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,maj,ii,min7,biii,dim
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min,ii,min,i,maj,v,maj,ii,min7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F#:min,iii,min,ii,min,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,F:dim,biii,dim,iii,min,ii,min,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min7,ii,min7,biii,dim,iii,min,ii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A,v,maj,ii,min7,biii,dim,iii,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D:9,i,maj,v,maj,ii,min7,biii,dim
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D:9,i,maj,i,maj,v,maj,ii,min7
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,G,iv,maj,i,maj,i,maj,v,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,G:min,iv,min,iv,maj,i,maj,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,G:min,iv,min,iv,min,iv,maj,i,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,iv,min,iv,min,iv,maj
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,A:7,v,7,i,maj,iv,min,iv,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,D,i,maj,v,7,i,maj,iv,min
03_-_A_Hard_Day's_Night,03_-_If_I_Fell.lab,D,E:min,ii,min,i,maj,v,7,i,maj
